objid,ra,dec,u,g,r,i,z,class
1237648720159047757,184.7488711,-1.028917531,19.23597,18.86397,18.82669,18.95709,18.87552,QSO
1237648720159047841,184.6845092,-0.9284760426,19.48722,17.69095,16.88476,16.44232,16.11297,GALAXY
1237648720159047869,184.7340182,-1.024746775,19.11552,17.01586,15.91832,15.44017,15.06176,GALAXY
1237648720159113301,184.9182005,-1.002070803,17.20012,16.89422,16.82726,16.63782,16.61124,QSO
1237648720159113328,184.7868353,-1.033485254,19.02707,17.62206,16.74942,16.33376,16.00453,GALAXY
1237648720159113568,184.851319,-0.856001197,19.52032,18.18319,17.51536,17.16078,16.9535,GALAXY
1237648720159178780,184.9510954,-0.8754453493,16.94775,15.15649,14.32684,13.91604,13.59152,GALAXY
1237648720159178831,184.9939942,-1.021687341,17.02484,15.6446,15.11871,14.91201,14.82264,STAR
1237648720159178838,185.0038948,-0.93237687,18.57012,17.46732,17.44935,17.4806,17.55509,STAR
1237648720159244298,185.0727724,-0.9858758665,18.00662,16.89342,16.53329,16.39433,16.36961,STAR
1237648720159244387,185.1641195,-0.970054713,16.79694,15.42031,14.89713,14.69798,14.59829,STAR
1237648720159244390,185.1676869,-1.010762004,16.12775,15.19004,14.87032,14.73055,14.68946,STAR
1237648720159244441,185.0837901,-0.8820136048,18.52678,17.26825,16.77031,16.47153,16.30823,GALAXY
1237648720159309833,185.2280544,-0.9027453605,17.43396,15.90287,15.32008,15.07339,14.96915,STAR
1237648720159309852,185.262595,-0.849987175,19.34097,18.41256,18.11068,17.97197,17.97196,STAR
1237648720159309876,185.2941575,-0.9758480203,18.88585,17.27802,16.73493,16.52167,16.45608,STAR
1237648720159309894,185.3193078,-0.8384362955,16.55788,14.85167,14.27165,14.10276,14.06348,STAR
1237648720159309902,185.3317832,-1.029531235,19.1482,17.44458,16.77465,16.51186,16.37805,STAR
1237648720159309908,185.3595427,-1.001821166,18.55941,17.00979,16.36984,16.05612,15.89888,STAR
1237648720159309954,185.3039355,-0.8642438969,17.2366,15.46573,14.68908,14.26708,13.96531,GALAXY
1237648720159375368,185.3799447,-0.8979986805,19.48968,18.02058,17.5004,17.31635,17.20202,STAR
1237648720159375375,185.3820239,-0.8526971772,18.0437,16.06732,15.17392,14.74772,14.40447,GALAXY
1237648720159375390,185.4071972,-0.9173159897,18.66089,17.09715,16.49454,16.24636,16.12333,STAR
1237648720159375402,185.4264662,-0.8916831629,17.62259,16.67297,16.40155,16.28268,16.25077,STAR
1237648720159440933,185.5600663,-0.8532206456,18.34384,17.3147,16.98067,16.8816,16.83826,STAR
1237648720159440958,185.604273,-0.8502807112,19.24347,17.94769,17.4044,17.17332,17.08219,STAR
1237648720159440960,185.61133,-1.020789624,18.31517,17.531,17.08711,16.68917,16.56673,GALAXY
1237648720159440990,185.6655289,-0.940617009,18.17911,16.79212,16.28942,16.08976,15.99025,STAR
1237648720159441046,185.5931825,-1.013742939,19.44985,18.22481,17.57685,17.17704,16.90983,GALAXY
1237648720159441101,185.6591543,-1.008068971,19.56958,18.47388,17.98965,17.74618,17.63949,STAR
1237648720159506478,185.6953546,-0.9878665337,18.27502,16.53141,15.87437,15.59907,15.45875,STAR
1237648720159506481,185.7134658,-1.005943332,19.13183,18.10568,17.71932,17.54878,17.49165,STAR
1237648720159506568,185.8104645,-0.8812898122,17.28085,16.33539,16.02317,15.89192,15.86122,STAR
1237648720159571972,185.8246571,-0.967006816,17.52518,16.02963,15.49574,15.31596,15.24892,STAR
1237648720159571974,185.825843,-1.006635059,17.58005,15.92584,15.354,15.1734,15.10803,STAR
1237648720159572014,185.8791797,-0.8422176038,18.64187,17.23794,16.69336,16.46634,16.36445,STAR
1237648720159572028,185.9150496,-0.9420025907,18.39146,17.89334,18.04644,17.9015,17.55875,STAR
1237648720159572038,185.9587283,-1.010488694,18.877,17.90759,17.60999,17.46895,17.43112,STAR
1237648720159637511,185.9732528,-1.049339892,19.00696,17.97666,17.68992,17.56869,17.56329,STAR
1237648720159637533,186.004409,-0.908740646,17.2072,15.85744,15.3057,15.07818,14.95983,STAR
1237648720159637613,186.1023432,-0.8397038671,18.91836,17.45382,16.88379,16.68707,16.57929,STAR
1237648720159637668,186.0567347,-0.8864113679,19.35859,18.27584,17.81842,17.4891,17.35173,GALAXY
1237648720159703056,186.1462842,-0.9996346607,19.11841,17.79175,17.23664,16.99223,16.86685,STAR
1237648720159703091,186.241176,-1.047509823,18.89627,17.50129,16.94093,16.73316,16.62906,STAR
1237648720159768578,186.2697396,-1.033019015,19.23054,17.83077,17.30499,17.10607,17.03951,STAR
1237648720159768582,186.2834312,-0.84947018,16.60936,15.68507,15.42031,15.31637,15.30634,STAR
1237648720159768595,186.3120527,-1.044399008,17.82584,15.95992,15.20413,14.92677,14.78118,STAR
1237648722835275956,166.1678637,1.132856703,19.48019,18.28477,17.58841,17.2519,17.05797,GALAXY
1237648722835341350,166.3094991,1.15226992,18.89481,18.85599,18.64174,18.59425,18.63919,QSO
1237648722835341422,166.2291051,1.179809355,19.48405,18.07486,17.30404,16.88481,16.61144,GALAXY
1237648722835341432,166.2355562,1.137096128,19.51327,18.0202,17.02301,16.51007,16.16602,GALAXY
1237648722835406995,166.4363404,1.207615039,19.40585,18.24003,17.48863,17.05068,16.77392,GALAXY
1237648722835472491,166.5974993,1.255823578,18.78321,18.3373,18.50711,18.66012,18.8812,STAR
1237648722835472498,166.6024331,1.191246357,17.16003,16.26388,15.98063,15.87134,15.82661,STAR
1237648722835538003,166.7235353,1.24979157,18.83895,17.12937,16.26866,15.79532,15.45175,GALAXY
1237648722835538038,166.7900925,1.173766764,19.3538,17.70142,16.91673,16.53806,16.24449,GALAXY
1237648722835538042,166.7955623,1.124086621,19.45768,18.41458,17.72308,17.29502,17.06398,GALAXY
1237648722835603612,166.8174707,1.092440634,18.29201,17.02759,16.43235,16.07733,15.85906,GALAXY
1237648722835734595,167.1125637,1.100982011,19.53258,18.21889,17.57239,17.20468,16.9902,GALAXY
1237648722835734606,167.1453909,1.069443088,19.53454,18.65685,18.33001,18.18026,18.14334,STAR
1237648722835800195,167.344378,1.150415045,18.53093,17.22341,16.67386,16.34645,16.10215,GALAXY
1237648722835800253,167.3954448,1.191939427,18.36118,16.58584,15.78386,15.40607,15.1436,GALAXY
1237648722835865666,167.5317202,1.17818304,18.24302,17.63037,17.43084,17.38179,17.46574,STAR
1237648722835865674,167.54494,1.12578276,18.77181,17.50738,17.38729,17.36756,17.3611,STAR
1237648722835865677,167.5503179,1.224408066,17.03579,16.45416,15.93722,15.54505,15.39441,QSO
1237648722835931224,167.6808183,1.22774786,17.58591,15.84734,15.06532,14.65263,14.3466,GALAXY
1237648722835931306,167.6256217,1.119389257,19.53801,17.71759,16.75177,16.31596,15.96438,GALAXY
1237648722835931327,167.6688954,1.174158881,19.00014,17.24815,16.37048,15.92671,15.6018,GALAXY
1237648722835931328,167.676675,1.180023152,19.27563,17.37642,16.40318,15.95872,15.6222,GALAXY
1237648722835996798,167.7087599,1.208960893,17.87183,16.10033,15.63367,15.31753,15.24042,GALAXY
1237648722835996836,167.7257769,1.091805604,16.55842,15.69967,15.50479,15.44437,15.50349,GALAXY
1237648722835996853,167.7501723,1.126899437,19.34006,17.43059,16.42947,16.01708,15.67381,GALAXY
1237648722835996854,167.7613226,1.12123538,18.83928,17.11258,16.33604,15.98672,15.72512,GALAXY
1237648722835996886,167.766635,1.22063501,18.91516,17.41224,16.71701,16.3649,16.09727,GALAXY
1237648722835996910,167.7957377,1.104787405,19.14335,17.20671,16.24081,15.82015,15.47841,GALAXY
1237648722835996945,167.8206803,1.154131032,18.82021,17.10981,16.23647,15.78057,15.4484,GALAXY
1237648722835996970,167.8493102,1.152282446,19.14947,17.29049,16.37834,15.98104,15.66988,GALAXY
1237648722835996978,167.850457,1.051447695,19.29255,17.75641,16.95105,16.51441,16.24773,GALAXY
1237648722835996984,167.8545742,1.064878649,19.32547,17.85432,17.09401,16.62499,16.36414,GALAXY
1237648722835997049,167.8420871,1.241514165,19.57702,18.24459,17.49314,17.09879,16.80408,GALAXY
1237648722836062229,167.8915275,1.213653669,17.07384,16.00418,15.62199,15.49918,15.45856,STAR
1237648722836127761,168.0334198,1.185175228,18.84736,17.9224,17.60645,17.47708,17.43619,STAR
1237648722836127783,168.0723094,1.083326899,18.4082,16.47629,15.53154,15.10129,14.75868,GALAXY
1237648722836193366,168.1707001,1.058771106,19.58084,18.63963,18.32485,18.19915,18.13337,STAR
1237648722836258837,168.3330759,1.085821948,19.04704,18.85318,18.78759,18.56929,18.57382,QSO
1237648722836258912,168.312691,1.083320198,19.48356,17.66816,16.75654,16.3507,16.03639,GALAXY
1237648722836324401,168.5458774,1.1612726,18.56224,17.65193,17.28288,17.13983,17.08364,STAR
1237648722836389975,168.6453347,1.242372128,19.49941,17.52264,16.36648,15.87868,15.51336,GALAXY
1237648722836521143,168.9673233,1.066608736,18.82346,17.78862,17.43705,17.14833,17.07418,GALAXY
1237648722836521197,169.0502807,1.238488604,17.66292,15.87727,15.05034,14.65338,14.33701,GALAXY
1237648722836586541,169.1639926,1.066740317,18.86436,17.35356,16.61464,16.14317,15.94033,GALAXY
1237648722836586617,169.1048633,1.253946018,18.8364,18.3049,17.79566,17.38371,17.27252,QSO
1237648722836652070,169.3245216,1.185982315,18.84634,17.94114,17.67007,17.58979,17.59536,STAR
1237648722836652111,169.2207209,1.104321507,19.35414,18.08788,17.29839,16.94753,16.66167,GALAXY
1237648722836652135,169.2342778,1.20276558,19.19686,18.05758,17.29645,16.88475,16.63058,GALAXY
1237648722836652139,169.2418755,1.132395248,18.74855,17.36615,16.76973,16.4736,16.27407,GALAXY
1237648720694870208,182.2699937,-0.568202169,18.49333,16.60784,15.73472,15.32851,15.01189,GALAXY
1237648720694870430,182.3317918,-0.5274656662,19.05359,17.99283,17.5768,17.40289,17.20173,GALAXY
1237648720694935559,182.3811042,-0.4773532217,18.91792,17.06614,16.43419,15.90718,16.14868,STAR
1237648720694935569,182.4059714,-0.4226014529,19.08454,18.19665,17.88256,17.73855,17.7222,STAR
1237648720694935574,182.4601733,-0.626875423,19.07056,18.60489,18.82339,19.05751,19.27618,STAR
1237648720694935635,182.3790894,-0.4365753809,17.51785,16.21375,15.53676,15.12621,14.85314,GALAXY
1237648720694935669,182.4092443,-0.5056829537,19.50371,17.77337,16.96607,16.61131,16.42418,STAR
1237648720694935720,182.4436008,-0.43600047,19.21466,17.52791,16.71446,16.31395,16.01545,GALAXY
1237648720694935765,182.4697006,-0.5474777768,19.08678,17.23928,16.40299,16.01518,15.70262,GALAXY
1237648720695001199,182.5579872,-0.4365852973,18.95998,17.17553,16.2604,15.83789,15.53196,GALAXY
1237648720695001218,182.5744926,-0.5179032439,16.68435,14.98155,14.14355,13.69743,13.35789,GALAXY
1237648720695066712,182.7325795,-0.5279448983,19.10465,17.9301,17.44747,17.22929,17.16625,STAR
1237648720695066715,182.7435384,-0.4846254819,18.95642,16.60913,15.64815,15.30205,15.11049,STAR
1237648720695066731,182.7692033,-0.588328081,18.92553,17.59119,17.17527,17.03473,17.00206,STAR
1237648720695066738,182.7721084,-0.5333202097,19.33401,17.93156,17.38781,17.16611,17.06658,STAR
1237648720695132213,182.9071376,-0.4427614478,18.43864,17.51256,17.25573,17.16286,17.16693,STAR
1237648720695132337,182.949428,-0.5448871809,19.42198,18.55116,18.33334,18.26031,18.255,STAR
1237648720695197727,183.013782,-0.6059937224,16.57226,15.83924,15.75238,15.60845,15.56166,GALAXY
1237648720695197762,183.0355371,-0.6216525576,19.41698,17.00138,16.01512,15.69503,15.54477,STAR
1237648720695197787,183.057647,-0.5130114693,18.96136,18.01484,17.8602,17.81818,17.86998,STAR
1237648720695197799,183.0834183,-0.4697087443,18.32725,16.99875,17.05737,17.19802,17.2854,STAR
1237648720695197821,183.1212446,-0.5979817128,17.42961,15.96144,15.34336,15.05635,14.94646,STAR
1237648720695197827,183.122101,-0.4814531049,18.47882,16.24555,15.39309,15.11128,15.00649,STAR
1237648720695263257,183.1410455,-0.5243044137,18.6495,16.75529,15.80713,15.34022,14.96951,GALAXY
1237648720695263293,183.1839788,-0.4475366946,18.55155,17.41994,17.01195,16.87171,16.8339,STAR
1237648720695263296,183.1842611,-0.6189941693,18.55198,17.67079,17.40987,17.31279,17.32273,STAR
1237648720695263313,183.2281744,-0.4678922858,18.99697,17.41453,16.78852,16.53018,16.40944,STAR
1237648720695328811,183.2979578,-0.5998294099,18.86527,17.92213,17.61534,17.49107,17.48229,STAR
1237648720695328815,183.3060034,-0.5424739256,19.06264,17.33785,16.6961,16.49214,16.39233,STAR
1237648720695328831,183.3495603,-0.5878417898,18.71116,18.53858,18.35693,18.37077,18.47431,QSO
1237648720695328880,183.4205085,-0.5802466241,19.16736,19.05939,18.58857,18.30398,18.02085,QSO
1237648720695328925,183.3002391,-0.5744352916,19.36956,17.29202,16.24362,15.80908,15.45035,GALAXY
1237648720695394310,183.4406943,-0.5370548865,18.13294,16.86965,17.00303,17.08044,17.25321,STAR
1237648720695394487,183.4958817,-0.4969167778,18.84728,17.47184,16.8928,16.65715,16.55777,STAR
1237648720695394490,183.4962196,-0.4692039494,17.1624,16.23801,15.90427,15.78271,15.76664,STAR
1237648720695394524,183.5511439,-0.5903650811,18.17732,17.03113,16.63058,16.50382,16.47626,STAR
1237648720695394573,183.4337518,-0.5004111685,18.92126,17.09376,16.20404,15.81478,15.50908,GALAXY
1237648720695394650,183.5520067,-0.4506571915,18.9631,18.19327,17.98351,17.77612,17.67364,GALAXY
1237648720695459905,183.684239,-0.621057767,19.32693,18.38002,18.05632,17.91628,17.88523,STAR
1237648720695459915,183.6957598,-0.4367517346,19.34332,17.71192,17.09256,16.87385,16.77683,STAR
1237648720695459983,183.6483859,-0.5620353941,19.14221,17.79115,16.9361,16.49841,16.17296,GALAXY
1237648720695525390,183.7426517,-0.605851314,18.76973,17.44227,16.9822,16.83294,16.7803,STAR
1237648720695525516,183.8007465,-0.5200894516,18.66987,18.47186,18.46119,18.30227,18.34633,QSO
1237648720695525564,183.8699505,-0.4996159784,18.24309,17.03742,16.48401,16.19284,15.95236,GALAXY
1237648720695525626,183.8252265,-0.5538632068,18.1064,16.95445,16.44618,16.08318,15.90917,GALAXY
1237648720695525637,183.8347666,-0.5863557239,19.34394,18.25068,17.69389,17.28113,17.14116,GALAXY
1237648720695525647,183.8394007,-0.6058591322,19.3719,17.59655,16.6643,16.18928,15.83044,GALAXY
1237648720695590962,183.9575441,-0.5756052584,19.06249,17.50129,17.34042,17.13228,16.9181,QSO
1237648720695591009,183.897107,-0.5745844704,18.984,18.21261,18.02185,17.80845,17.76182,GALAXY
1237648720695591085,183.9699788,-0.4259043392,18.84066,17.2534,16.55528,16.21352,15.9788,GALAXY
1237650371561259370,192.7173852,-1.833461186,19.33859,18.17183,17.70604,17.44308,17.34378,GALAXY
1237650371561324654,192.8578638,-1.828056577,19.05464,17.14552,16.21452,15.79238,15.46829,GALAXY
1237650371561324681,192.8738547,-1.838520263,18.7677,16.66351,15.68295,15.23777,14.8765,GALAXY
1237650371561324697,192.8795225,-1.677830591,19.04227,17.56344,16.79336,16.39739,16.117,GALAXY
1237650371561324760,192.9420361,-1.800278678,19.33274,17.97262,17.34471,16.89363,16.67375,GALAXY
1237650371561390172,192.9901136,-1.741589194,19.26194,18.0603,17.47878,17.05024,16.86625,GALAXY
1237650371561390190,193.0132065,-1.64406952,19.51491,18.69992,18.37953,18.24624,18.19183,STAR
1237650371561390201,193.0405718,-1.642699331,18.71251,16.93618,16.02791,15.61825,15.30681,GALAXY
1237650371561390207,193.0486873,-1.683804656,19.14181,17.80629,17.15266,16.79248,16.53123,GALAXY
1237650371561455623,193.1502585,-1.804911772,17.86209,16.86558,16.79833,16.80468,16.8293,STAR
1237650371561455753,193.1345224,-1.811915367,19.18095,18.14945,17.61611,17.27197,17.07034,GALAXY
1237650371561455760,193.1406193,-1.73017815,17.14614,15.87863,15.3423,15.09229,14.96756,GALAXY
1237650371561455774,193.1404442,-1.712403917,19.20269,18.02966,17.3496,16.96561,16.71945,GALAXY
1237650371561455813,193.2312102,-1.782926666,19.46806,19.04444,18.94229,19.13194,18.97948,QSO
1237650371561455824,193.2404549,-1.713001669,19.52004,18.44133,18.34018,18.34138,18.32146,STAR
1237650371561521459,193.3721323,-1.742030026,17.91669,16.82582,16.45485,16.29842,16.15051,GALAXY
1237650371561586806,193.4408295,-1.772790721,18.82772,17.50249,16.66699,16.26188,15.97142,GALAXY
1237650371561652321,193.7060331,-1.678847372,18.03233,17.12696,16.83704,16.73643,16.71548,STAR
1237650371561652450,193.7061864,-1.63129634,19.02991,17.34615,16.52887,16.12609,15.8215,GALAXY
1237650371561652488,193.6708814,-1.665531501,18.88354,17.37606,16.64775,16.26272,16.0194,GALAXY
1237650371561717813,193.8074806,-1.768376763,17.62432,16.41433,16.23826,16.20971,16.1917,STAR
1237650371561717821,193.8252009,-1.803921463,19.04859,18.43426,18.29752,18.2549,18.01891,QSO
1237650371561783367,193.9136323,-1.811787396,18.98217,17.76603,17.31346,17.10632,17.0007,STAR
1237650371561783388,193.9651005,-1.665915856,19.16487,18.27072,17.99811,17.89835,17.86847,STAR
1237650371561783527,194.0062411,-1.771746605,19.22391,17.1405,16.12675,15.67494,15.3348,GALAXY
1237650371561848950,194.1131561,-1.721930384,19.06408,17.82213,17.22701,16.85972,16.64504,GALAXY
1237650371561914392,194.1989606,-1.805647644,17.41002,16.36365,16.14875,16.09818,16.088,STAR
1237650371561914473,194.2259818,-1.811166181,17.85721,16.53558,15.91527,15.58352,15.35383,GALAXY
1237650371561914667,194.2391329,-1.693676543,18.94534,17.86113,17.42926,17.26483,17.13763,GALAXY
1237650371561980043,194.3800721,-1.640512732,18.64328,16.95401,16.13089,15.73129,15.42237,GALAXY
1237650371561980101,194.4335969,-1.62872665,18.13368,17.11408,16.72373,16.48685,16.31692,GALAXY
1237650371561980118,194.4698617,-1.693009079,19.01451,17.81393,17.3906,17.1511,17.00655,GALAXY
1237650371562045460,194.489875,-1.770089222,19.59002,17.81212,17.01549,16.59174,16.29198,GALAXY
1237650371562045511,194.481599,-1.737874521,18.87538,17.07546,16.2025,15.79557,15.48744,GALAXY
1237650371562045572,194.5538285,-1.639711324,19.50634,17.63862,16.72414,16.31856,15.98949,GALAXY
1237650371562111011,194.7076721,-1.717585092,17.41735,17.21456,17.05176,17.09847,17.12331,QSO
1237650371562111081,194.7598407,-1.702534183,18.64814,16.58136,15.65411,15.20422,14.88014,GALAXY
1237650371562111123,194.6339345,-1.6890756,19.00506,17.09594,16.12484,15.6867,15.36357,GALAXY
1237650371562111130,194.6342618,-1.652372254,19.41845,17.69086,16.7115,16.29073,15.94988,GALAXY
1237650371562111146,194.6441989,-1.81305031,19.5252,17.56977,16.62151,16.18226,15.84607,GALAXY
1237650371562111177,194.6537181,-1.793003509,18.57957,16.68921,15.75143,15.31738,15.00228,GALAXY
1237650371562111264,194.6752834,-1.659887705,19.20333,17.3203,16.4223,16.00266,15.68884,GALAXY
1237650371562176635,194.8470048,-1.811185323,18.79219,17.04671,16.13979,15.67077,15.32795,GALAXY
1237650371562176640,194.8506189,-1.685548553,19.22917,17.7199,16.92162,16.4834,16.1704,GALAXY
1237650371562176650,194.8597144,-1.782810159,17.60885,16.04577,15.26954,14.84582,14.56992,GALAXY
1237650371562176662,194.8611527,-1.623448955,19.10425,17.41128,16.58404,16.14223,15.82866,GALAXY
1237650371562176685,194.8830498,-1.764639504,18.79729,16.71464,15.79325,15.3457,15.01291,GALAXY
1237650371562176719,194.9111807,-1.724312008,19.5291,18.62391,18.32213,18.1914,18.15246,STAR
1237650371562242133,194.9673874,-1.758096828,19.57481,19.91897,20.40727,20.79391,20.34419,STAR
1237651252585955658,240.5572612,52.31826863,17.5501,15.69371,14.8573,14.46105,14.1569,GALAXY
1237651252586020894,240.4450822,52.1977223,18.97186,17.48318,16.86245,16.62518,16.49023,STAR
1237651252586020901,240.6868947,52.30005832,18.81605,17.53276,17.00359,16.80502,16.72502,STAR
1237651252586020919,240.6413085,52.2508723,16.71322,15.25464,14.72938,14.56272,14.50999,STAR
1237651252586020943,240.6708673,52.2408134,17.92803,16.88476,16.79189,16.72417,16.68934,GALAXY
1237651252586021000,240.6754334,52.19989656,17.12547,15.52155,14.95141,14.7697,14.71072,STAR
1237651252586086587,240.779862,52.08855506,18.57797,17.49641,17.12732,16.8734,16.68197,GALAXY
1237651252586151957,240.8237148,51.99321175,17.27379,15.81427,15.24192,15.04432,14.96641,STAR
1237651252586151979,241.0074407,52.01793906,19.26507,18.37581,18.15471,18.10085,18.12401,STAR
1237651252586151981,240.9062518,51.96286446,18.40701,17.41508,17.05861,16.92944,16.87741,STAR
1237651252586217478,241.1191661,51.96734979,18.15985,16.88323,16.92321,17.01197,17.05993,STAR
1237651252586217530,241.1443499,51.91019906,18.05876,16.80985,16.38723,16.26542,16.21563,STAR
1237651252586217551,241.0611636,51.85432305,17.95568,16.7458,16.29481,16.14145,16.07456,STAR
1237651252586217658,240.9547454,51.88727177,18.59616,17.64423,17.32957,17.04796,16.96922,GALAXY
1237651252586217779,241.2505603,51.89357937,19.49987,18.41746,17.9315,17.74402,17.64972,STAR
1237651252586283059,241.2959677,51.7953407,18.72764,17.65484,17.84456,18.02012,18.18647,STAR
1237651252586283090,241.2722465,51.74064383,18.82297,17.76025,17.29639,17.10531,17.00353,STAR
1237651252586283133,241.2653776,51.8501303,18.34567,16.88724,16.13922,15.7693,15.47331,GALAXY
1237651252586348555,241.2336585,51.63858326,16.48032,15.19859,14.66708,14.44998,14.33902,STAR
1237651252586348613,241.5266459,51.66935328,17.8802,16.6177,16.04449,15.82127,15.70428,STAR
1237651252586348627,241.4098373,51.60354976,16.9859,15.80641,15.38267,15.24128,15.18654,STAR
1237651252586414110,241.5459031,51.47923171,17.44904,16.08206,15.54942,15.37397,15.2838,STAR
1237651252586414267,241.5769379,51.54421776,19.25424,17.47477,16.66358,16.30295,16.00305,GALAXY
1237651252586479664,241.7117512,51.3825603,18.33479,16.5773,15.98645,15.80726,15.7499,STAR
1237651252586479717,241.5695972,51.41548796,18.62665,18.38564,17.52833,17.0977,16.66249,QSO
1237651252586479782,241.7219014,51.39287689,19.15037,17.51947,16.80753,16.45009,16.19624,GALAXY
1237651252586479846,241.8254694,51.40020587,19.56648,17.68892,16.74212,16.26115,15.88871,GALAXY
1237651252586479849,241.7119069,51.3350146,19.39863,19.24003,19.09642,19.20172,19.13814,QSO
1237651252586545158,241.9003579,51.40844531,18.80287,17.85428,17.57288,17.47866,17.46129,STAR
1237651252586545160,241.8646133,51.38607643,16.53012,15.5286,15.18555,15.07026,15.04781,STAR
1237651252586545175,241.7928274,51.30814237,18.01284,18.11212,18.5192,18.89702,19.22519,STAR
1237651252586545240,242.0003425,51.36022224,19.57818,18.10525,17.53678,17.33953,17.27648,STAR
1237651252586545284,241.9340847,51.29124183,17.90685,16.52127,16.00372,15.82777,15.75095,STAR
1237651252586545358,241.7450457,51.28320413,19.00333,17.2748,16.46312,16.08683,15.80791,GALAXY
1237651252586545468,242.0083588,51.30084618,19.48265,17.98448,17.36564,17.09527,16.97395,STAR
1237651252586610727,241.8833795,51.14135534,19.26832,17.99185,17.52181,17.36203,17.30044,STAR
1237651252586610895,241.870964,51.16439043,19.54451,17.90345,17.06885,16.68472,16.40432,GALAXY
1237651252586741803,242.2078734,50.89666306,18.91766,17.67668,17.11839,16.80262,16.62859,GALAXY
1237651252586741835,242.2814146,50.84444979,18.23945,16.26859,15.40509,14.97731,14.67498,GALAXY
1237651252587135049,243.3566414,50.35136979,18.89294,17.6726,17.16293,16.95773,16.88799,STAR
1237651252587200751,243.566002,50.19087326,18.17806,17.12744,16.54146,16.21236,15.97422,GALAXY
1237651252587397154,243.9431934,49.89097018,17.75798,15.86503,15.10137,14.60438,14.55793,STAR
1237651252587921472,245.0465598,48.90442211,18.35027,17.49062,17.18118,17.0599,17.02759,STAR
1237651252587921652,244.8331397,48.86328127,18.77599,17.33448,16.71911,16.3843,16.14871,GALAXY
1237651252588052535,245.2884224,48.63845553,17.43924,16.29359,16.42604,16.47501,16.56342,STAR
1237651252588052704,245.3381142,48.73168292,19.54578,18.1123,17.44103,17.08921,16.86497,GALAXY
1237651252588118169,245.2969951,48.45513538,18.91063,17.94414,17.62486,17.34405,17.27817,GALAXY
1237651252588118232,245.4108431,48.4507401,18.2527,16.42322,15.57965,15.16335,14.85139,GALAXY
1237651252588183705,245.4086669,48.38358807,19.39241,17.8919,17.14411,16.70758,16.39913,GALAXY
1237651252588183752,245.6528852,48.46481743,19.32174,18.39938,17.95833,17.67084,17.53624,GALAXY
1237650797286523305,129.6043379,0.8662396236,19.5235,17.98519,17.39058,17.12606,16.97397,STAR
1237650797286588456,129.764439,0.9779465695,18.94949,17.29111,16.70646,16.48729,16.38409,STAR
1237650797286588517,129.7963129,0.974140674,18.83398,17.60213,17.13682,16.94587,16.85833,STAR
1237650797286588602,129.8629098,0.8683308182,19.45752,18.02679,17.52588,17.33911,17.29528,STAR
1237650797286588668,129.7395578,0.8909664548,19.30644,17.17385,16.42016,16.17381,16.03909,STAR
1237650797286588682,129.7405439,0.9597067402,19.10767,16.92346,16.01881,15.55927,15.18748,GALAXY
1237650797286719689,130.1690211,0.9308084884,19.26504,17.65544,17.0693,16.88106,16.77215,STAR
1237650797286785434,130.302043,1.039357224,18.9889,17.95793,17.53929,17.17798,17.09679,GALAXY
1237650797286850695,130.388728,1.034946096,18.29959,16.99849,16.51148,16.33965,16.2438,STAR
1237650797286850905,130.3961976,1.032279769,19.10789,17.98856,17.22671,16.67428,16.60073,GALAXY
1237650797286850926,130.4135102,0.9740880204,19.01042,17.62839,16.97136,16.60395,16.33054,GALAXY
1237650797286916125,130.4963092,1.017296009,18.51073,16.47286,15.51703,15.07813,14.74757,GALAXY
1237650797286916151,130.4909431,0.9299105913,18.41298,16.74413,16.02474,15.66051,15.39527,GALAXY
1237650797286916170,130.5072721,1.008887677,18.96817,17.08358,16.35617,16.10077,15.96041,STAR
1237650797286916283,130.5860306,0.8416666207,18.73209,17.42852,16.93897,16.76886,16.716,STAR
1237650797286916364,130.4842682,0.9725782966,19.38807,17.00128,16.00124,15.65133,15.45111,STAR
1237650797286916466,130.5481836,0.8697032347,19.31852,18.31107,18.00468,17.87185,17.79711,STAR
1237650797286981651,130.640354,0.96366821,19.1713,17.51874,16.89882,16.67628,16.60067,STAR
1237650797286981715,130.6695664,0.94486705,18.03523,16.61343,16.05767,15.84383,15.75582,STAR
1237650797286981904,130.6664571,0.9747598054,18.93608,17.72994,17.07285,16.63597,16.41737,GALAXY
1237650797286981972,130.7036712,0.8883011776,19.06514,17.65465,16.94225,16.51152,16.20241,GALAXY
1237650797287047374,130.9111596,0.9052060503,17.89512,16.37001,15.8435,15.67813,15.62438,STAR
1237650797287047420,130.7789295,0.9627762767,19.15103,17.32718,16.49546,16.10516,15.84143,GALAXY
1237650797287047503,130.8416773,0.999005482,18.95358,17.54726,16.75322,16.35117,16.08986,GALAXY
1237650797287047518,130.8521632,0.9515728999,18.59335,16.53429,15.48791,14.98926,14.61014,GALAXY
1237650797287178244,131.0780284,0.8861011275,18.64174,18.91801,19.41393,19.7797,20.10166,STAR
1237650797287178346,131.145721,0.9216028,18.01667,17.71583,17.63513,17.56084,17.53474,QSO
1237650797287178371,131.1670723,0.8969867146,19.44703,18.51745,18.20906,18.0818,18.05621,STAR
1237650797287309410,131.4285307,0.892972927,17.23115,16.21958,15.89617,15.77086,15.75076,STAR
1237650797287309505,131.5140395,1.042655602,19.0538,18.05894,17.70553,17.36757,17.31099,GALAXY
